"Code Commune","Libellé des communes","Typo degré de Densité","Région","Population municipale 2017","Part population Dense (1)","Part population Densité Intermédiaire (2)","Part population Peu dense (3)","Part population Très peu dense (4)",,,,
01352,Saint-Étienne-sur-Reyssouze,3,84,571,0.00 %,0.00 %,78.62 %,21.38 %,,,,
01353,Sainte-Euphémie,2,84,1667,0.00 %,84.83 %,14.30 %,0.87 %,,,,
01354,Saint-Genis-Pouilly,2,84,12544,0.00 %,96.26 %,3.74 %,0.00 %,,,,
01355,Saint-Genis-sur-Menthon,3,84,472,0.00 %,0.00 %,79.36 %,20.64 %,,,,
01356,Saint-Georges-sur-Renon,4,84,214,0.00 %,0.00 %,0.00 %,100.00 %,,,,
01357,Saint-Germain-de-Joux,3,84,501,0.00 %,0.00 %,98.95 %,1.05 %,,,,
01358,Saint-Germain-les-Paroisses,3,84,434,0.00 %,0.00 %,76.85 %,23.15 %,,,,
01359,Saint-Germain-sur-Renon,4,84,236,0.00 %,0.00 %,6.37 %,93.63 %,,,,
01360,Saint-Jean-de-Gonville,2,84,1787,0.00 %,84.17 %,15.36 %,0.46 %,,,,
01361,Saint-Jean-de-Niost,3,84,1477,0.00 %,0.00 %,99.36 %,0.64 %,,,,
01362,Saint-Jean-de-Thurigneux,3,84,771,0.00 %,0.00 %,95.48 %,4.52 %,,,,
01363,Saint-Jean-le-Vieux,3,84,1723,0.00 %,0.00 %,99.73 %,0.27 %,,,,
01364,Saint-Jean-sur-Reyssouze,3,84,744,0.00 %,0.00 %,77.10 %,22.90 %,,,,
01365,Saint-Jean-sur-Veyle,3,84,1149,0.00 %,0.00 %,97.83 %,2.17 %,,,,
01366,Sainte-Julie,3,84,1017,0.00 %,0.00 %,94.46 %,5.54 %,,,,
01367,Saint-Julien-sur-Reyssouze,3,84,749,0.00 %,0.00 %,98.27 %,1.73 %,,,,
01368,Saint-Julien-sur-Veyle,3,84,817,0.00 %,0.00 %,98.83 %,1.17 %,,,,
01369,Saint-Just,3,84,926,0.00 %,0.00 %,99.68 %,0.32 %,,,,
01370,Saint-Laurent-sur-Saône,2,84,1722,0.00 %,100.00 %,0.00 %,0.00 %,,,,
01371,Saint-Marcel,3,84,1279,0.00 %,0.00 %,97.10 %,2.90 %,,,,
01372,Saint-Martin-de-Bavel,3,84,438,0.00 %,0.00 %,99.50 %,0.50 %,,,,
01373,Saint-Martin-du-Frêne,3,84,1049,0.00 %,0.00 %,94.49 %,5.51 %,,,,
01374,Saint-Martin-du-Mont,3,84,1826,0.00 %,0.00 %,88.69 %,11.31 %,,,,
01375,Saint-Martin-le-Châtel,3,84,787,0.00 %,0.00 %,96.15 %,3.85 %,,,,
01376,Saint-Maurice-de-Beynost,2,84,3967,0.00 %,95.30 %,4.70 %,0.00 %,,,,
01378,Saint-Maurice-de-Gourdans,3,84,2572,0.00 %,0.00 %,99.52 %,0.48 %,,,,
01379,Saint-Maurice-de-Rémens,3,84,756,0.00 %,0.00 %,90.34 %,9.66 %,,,,
01380,Saint-Nizier-le-Bouchoux,3,84,680,0.00 %,0.00 %,67.89 %,32.11 %,,,,
01381,Saint-Nizier-le-Désert,3,84,916,0.00 %,0.00 %,75.78 %,24.22 %,,,,
01382,Sainte-Olive,4,84,283,0.00 %,0.00 %,9.58 %,90.42 %,,,,
01383,Saint-Paul-de-Varax,3,84,1529,0.00 %,0.00 %,93.44 %,6.56 %,,,,
01384,Saint-Rambert-en-Bugey,3,84,2269,0.00 %,0.00 %,88.49 %,11.51 %,,,,
01385,Saint-Rémy,3,84,994,0.00 %,0.00 %,98.98 %,1.02 %,,,,
01386,Saint-Sorlin-en-Bugey,2,84,1157,0.00 %,89.17 %,10.20 %,0.62 %,,,,
01387,Saint-Sulpice,3,84,257,0.00 %,0.00 %,97.93 %,2.07 %,,,,
01388,Saint-Trivier-de-Courtes,3,84,1093,0.00 %,0.00 %,94.88 %,5.12 %,,,,
01389,Saint-Trivier-sur-Moignans,3,84,1799,0.00 %,0.00 %,91.24 %,8.76 %,,,,
01390,Saint-Vulbas,3,84,1286,0.00 %,0.00 %,90.58 %,9.42 %,,,,
01391,Salavre,3,84,272,0.00 %,0.00 %,84.48 %,15.52 %,,,,
01392,Samognat,4,84,653,0.00 %,0.00 %,45.49 %,54.51 %,,,,
01393,Sandrans,3,84,530,0.00 %,0.00 %,78.50 %,21.50 %,,,,
01396,Sault-Brénaz,3,84,953,0.00 %,0.00 %,99.79 %,0.21 %,,,,
01397,Sauverny,2,84,1009,0.00 %,95.70 %,4.30 %,0.00 %,,,,
01398,Savigneux,3,84,1351,0.00 %,0.00 %,98.31 %,1.69 %,,,,
01399,Ségny,2,84,2062,0.00 %,73.14 %,26.86 %,0.00 %,,,,
01400,Seillonnaz,4,84,137,0.00 %,0.00 %,41.04 %,58.96 %,,,,
01401,Sergy,2,84,2084,0.00 %,68.28 %,31.72 %,0.00 %,,,,
01402,Sermoyer,3,84,668,0.00 %,0.00 %,91.81 %,8.19 %,,,,
01403,Serrières-de-Briord,3,84,1264,0.00 %,0.00 %,99.69 %,0.31 %,,,,
01404,Serrières-sur-Ain,4,84,134,0.00 %,0.00 %,0.00 %,100.00 %,,,,
01405,Servas,3,84,1247,0.00 %,0.00 %,96.09 %,3.91 %,,,,
01406,Servignat,3,84,175,0.00 %,0.00 %,75.15 %,24.85 %,,,,
01407,Seyssel,3,84,999,0.00 %,0.00 %,100.00 %,0.00 %,,,,
01408,Simandre-sur-Suran,3,84,671,0.00 %,0.00 %,93.14 %,6.86 %,,,,
01410,Sonthonnax-la-Montagne,4,84,312,0.00 %,0.00 %,0.00 %,100.00 %,,,,
01411,Souclin,4,84,273,0.00 %,0.00 %,0.00 %,100.00 %,,,,
01412,Sulignat,3,84,586,0.00 %,0.00 %,96.96 %,3.04 %,,,,
01415,Talissieu,3,84,450,0.00 %,0.00 %,98.16 %,1.84 %,,,,
01416,Tenay,3,84,1035,0.00 %,0.00 %,96.15 %,3.85 %,,,,
01418,Thil,3,84,1088,0.00 %,0.00 %,100.00 %,0.00 %,,,,
01419,Thoiry,2,84,6038,0.00 %,86.46 %,12.38 %,1.15 %,,,,
01420,Thoissey,3,84,1741,0.00 %,0.00 %,99.67 %,0.33 %,,,,
01421,Torcieu,3,84,726,0.00 %,0.00 %,91.04 %,8.96 %,,,,
01422,Tossiat,3,84,1362,0.00 %,0.00 %,99.05 %,0.95 %,,,,
01423,Toussieux,2,84,1091,0.00 %,66.26 %,33.74 %,0.00 %,,,,
01424,Tramoyes,3,84,1681,0.00 %,0.00 %,100.00 %,0.00 %,,,,
01425,La Tranclière,4,84,286,0.00 %,0.00 %,0.00 %,100.00 %,,,,
01426,Val-Revermont,3,84,2601,0.00 %,0.00 %,84.50 %,15.50 %,,,,
01427,Trévoux,2,84,6845,0.00 %,96.90 %,3.10 %,0.00 %,,,,
01428,Valeins,4,84,130,0.00 %,0.00 %,0.00 %,100.00 %,,,,
01429,Vandeins,3,84,687,0.00 %,0.00 %,98.22 %,1.78 %,,,,
01430,Varambon,3,84,584,0.00 %,0.00 %,96.14 %,3.86 %,,,,
01431,Vaux-en-Bugey,2,84,1224,0.00 %,62.97 %,36.55 %,0.48 %,,,,
01432,Verjon,3,84,295,0.00 %,0.00 %,97.40 %,2.60 %,,,,
01433,Vernoux,4,84,330,0.00 %,0.00 %,11.69 %,88.31 %,,,,
01434,Versailleux,3,84,438,0.00 %,0.00 %,83.81 %,16.19 %,,,,
01435,Versonnex,2,84,2176,0.00 %,82.76 %,16.32 %,0.93 %,,,,
01436,Vesancy,2,84,484,0.00 %,92.36 %,5.78 %,1.86 %,,,,
01437,Vescours,4,84,241,0.00 %,0.00 %,3.83 %,96.17 %,,,,
01439,Vésines,4,84,99,0.00 %,0.00 %,0.00 %,100.00 %,,,,
01441,Vieu-d'Izenave,3,84,707,0.00 %,0.00 %,96.19 %,3.81 %,,,,
01443,Villars-les-Dombes,3,84,4795,0.00 %,0.00 %,97.33 %,2.67 %,,,,
01444,Villebois,3,84,1173,0.00 %,0.00 %,99.75 %,0.25 %,,,,
01445,Villemotier,3,84,656,0.00 %,0.00 %,93.02 %,6.98 %,,,,
01446,Villeneuve,3,84,1501,0.00 %,0.00 %,85.85 %,14.15 %,,,,
01447,Villereversure,3,84,1291,0.00 %,0.00 %,99.52 %,0.48 %,,,,
01448,Villes,3,84,376,0.00 %,0.00 %,99.21 %,0.79 %,,,,
01449,Villette-sur-Ain,3,84,755,0.00 %,0.00 %,72.62 %,27.38 %,,,,
01450,Villieu-Loyes-Mollon,2,84,3653,0.00 %,70.86 %,28.69 %,0.45 %,,,,
01451,Viriat,3,84,6418,0.00 %,18.81 %,80.12 %,1.08 %,,,,
01452,Virieu-le-Grand,3,84,1081,0.00 %,0.00 %,99.53 %,0.47 %,,,,
01453,Arvière-en-Valromey,4,84,713,0.00 %,0.00 %,0.00 %,100.00 %,,,,
01454,Virignin,3,84,1097,0.00 %,0.00 %,99.09 %,0.91 %,,,,
01456,Vongnes,3,84,70,0.00 %,0.00 %,100.00 %,0.00 %,,,,
01457,Vonnas,3,84,2961,0.00 %,0.00 %,99.19 %,0.81 %,,,,
02001,Abbécourt,2,32,498,0.00 %,69.54 %,23.54 %,6.92 %,,,,
02002,Achery,3,32,598,0.00 %,0.00 %,99.67 %,0.33 %,,,,
02003,Acy,3,32,1012,0.00 %,0.00 %,99.12 %,0.88 %,,,,
02004,Agnicourt-et-Séchelles,4,32,177,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02005,Aguilcourt,3,32,384,0.00 %,0.00 %,92.12 %,7.88 %,,,,
02006,Aisonville-et-Bernoville,3,32,255,0.00 %,0.00 %,97.86 %,2.14 %,,,,
02007,Aizelles,4,32,125,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02008,Aizy-Jouy,4,32,291,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02009,Alaincourt,3,32,543,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02010,Allemant,4,32,177,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02011,Ambleny,3,32,1155,0.00 %,0.00 %,99.16 %,0.84 %,,,,
02012,Ambrief,4,32,70,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02013,Amifontaine,3,32,404,0.00 %,0.00 %,96.42 %,3.58 %,,,,
02014,Amigny-Rouy,3,32,744,0.00 %,0.00 %,98.67 %,1.33 %,,,,
02015,Ancienville,4,32,75,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02016,Andelain,3,32,228,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02017,Anguilcourt-le-Sart,3,32,315,0.00 %,0.00 %,99.66 %,0.34 %,,,,
02018,Anizy-le-Grand,3,32,2533,0.00 %,0.00 %,99.50 %,0.50 %,,,,
02019,Annois,3,32,364,0.00 %,0.00 %,98.09 %,1.91 %,,,,
02020,Any-Martin-Rieux,3,32,456,0.00 %,0.00 %,71.17 %,28.83 %,,,,
02021,Archon,4,32,87,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02022,Arcy-Sainte-Restitue,4,32,403,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02023,Armentières-sur-Ourcq,4,32,103,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02024,Arrancy,4,32,53,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02025,Artemps,3,32,371,0.00 %,0.00 %,99.14 %,0.86 %,,,,
02027,Assis-sur-Serre,4,32,222,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02028,Athies-sous-Laon,3,32,2604,0.00 %,0.00 %,99.62 %,0.38 %,,,,
02029,Attilly,3,32,363,0.00 %,0.00 %,91.32 %,8.68 %,,,,
02030,Aubencheul-aux-Bois,4,32,269,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02031,Aubenton,3,32,657,0.00 %,0.00 %,75.28 %,24.72 %,,,,
02032,Aubigny-aux-Kaisnes,4,32,253,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02033,Aubigny-en-Laonnois,4,32,105,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02034,Audignicourt,4,32,118,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02035,Audigny,4,32,279,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02036,Augy,4,32,82,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02037,Aulnois-sous-Laon,3,32,1422,0.00 %,0.00 %,99.36 %,0.64 %,,,,
02038,Les Autels,4,32,57,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02039,Autremencourt,4,32,169,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02040,Autreppes,4,32,178,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02041,Autreville,3,32,814,0.00 %,0.00 %,99.77 %,0.23 %,,,,
02042,Azy-sur-Marne,3,32,389,0.00 %,0.00 %,97.71 %,2.29 %,,,,
02043,Bagneux,4,32,69,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02044,Bancigny,4,32,26,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02046,Barenton-Bugny,3,32,555,0.00 %,0.00 %,97.39 %,2.61 %,,,,
02047,Barenton-Cel,4,32,114,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02048,Barenton-sur-Serre,4,32,134,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02049,Barisis-aux-Bois,3,32,740,0.00 %,0.00 %,98.15 %,1.85 %,,,,
02050,Barzy-en-Thiérache,3,32,330,0.00 %,0.00 %,91.67 %,8.33 %,,,,
02051,Barzy-sur-Marne,3,32,384,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02052,Bassoles-Aulers,4,32,139,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02053,Vallées en Champagne,4,32,570,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02054,Bazoches-sur-Vesles,3,32,460,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02055,Beaumé,4,32,92,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02056,Beaumont-en-Beine,4,32,177,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02057,Beaurevoir,3,32,1424,0.00 %,0.00 %,91.55 %,8.45 %,,,,
02058,Beaurieux,3,32,844,0.00 %,0.00 %,99.50 %,0.50 %,,,,
02059,Beautor,2,32,2699,0.00 %,87.44 %,11.96 %,0.60 %,,,,
02060,Beauvois-en-Vermandois,4,32,268,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02061,Becquigny,3,32,250,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02062,Belleau,4,32,136,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02063,Bellenglise,3,32,381,0.00 %,0.00 %,98.75 %,1.25 %,,,,
02064,Belleu,2,32,3810,0.00 %,93.07 %,6.56 %,0.38 %,,,,
02065,Bellicourt,3,32,602,0.00 %,0.00 %,95.94 %,4.06 %,,,,
02066,Benay,4,32,204,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02067,Bergues-sur-Sambre,4,32,213,0.00 %,0.00 %,3.70 %,96.30 %,,,,
02068,Berlancourt,4,32,103,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02069,Berlise,4,32,111,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02070,Bernot,3,32,452,0.00 %,0.00 %,99.55 %,0.45 %,,,,
02071,Berny-Rivière,3,32,651,0.00 %,0.00 %,98.76 %,1.24 %,,,,
02072,Berrieux,4,32,188,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02073,Berry-au-Bac,3,32,653,0.00 %,0.00 %,99.56 %,0.44 %,,,,
02074,Bertaucourt-Epourdon,3,32,604,0.00 %,0.00 %,97.46 %,2.54 %,,,,
02075,Berthenicourt,3,32,199,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02076,Bertricourt,4,32,162,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02077,Berzy-le-Sec,3,32,385,0.00 %,20.05 %,63.12 %,16.83 %,,,,
02078,Besmé,4,32,160,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02079,Besmont,4,32,152,0.00 %,0.00 %,15.17 %,84.83 %,,,,
02080,Besny-et-Loizy,4,32,350,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02081,Béthancourt-en-Vaux,3,32,440,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02082,Beugneux,4,32,111,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02083,Beuvardes,3,32,749,0.00 %,0.00 %,98.27 %,1.73 %,,,,
02084,Bézu-le-Guéry,4,32,260,0.00 %,0.00 %,14.68 %,85.32 %,,,,
02085,Bézu-Saint-Germain,3,32,1043,0.00 %,0.00 %,97.66 %,2.34 %,,,,
02086,Bichancourt,3,32,1048,0.00 %,0.00 %,99.18 %,0.82 %,,,,
02087,Bieuxy,4,32,30,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02088,Bièvres,4,32,88,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02089,Billy-sur-Aisne,3,32,1154,0.00 %,2.69 %,96.97 %,0.35 %,,,,
02090,Billy-sur-Ourcq,4,32,213,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02091,Blanzy-lès-Fismes,4,32,106,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02093,Blérancourt,3,32,1290,0.00 %,0.00 %,93.75 %,6.25 %,,,,
02094,Blesmes,2,32,447,0.00 %,88.13 %,7.61 %,4.26 %,,,,
02095,Bohain-en-Vermandois,2,32,5664,0.00 %,96.65 %,1.90 %,1.46 %,,,,
02096,Bois-lès-Pargny,4,32,201,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02097,Boncourt,4,32,259,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02098,Bonneil,3,32,375,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02099,Bonnesvalyn,4,32,236,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02100,Bony,4,32,137,0.00 %,0.00 %,13.03 %,86.97 %,,,,
02101,Bosmont-sur-Serre,4,32,193,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02102,Bouconville-Vauclair,4,32,187,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02103,Boué,3,32,1324,0.00 %,0.00 %,99.45 %,0.55 %,,,,
02104,Bouffignereux,4,32,102,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02105,Bouresches,4,32,202,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02106,Bourg-et-Comin,3,32,822,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02107,Bourguignon-sous-Coucy,4,32,103,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02108,Bourguignon-sous-Montbavin,3,32,158,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02109,La Bouteille,3,32,486,0.00 %,0.00 %,73.26 %,26.74 %,,,,
02110,Braine,3,32,2213,0.00 %,0.00 %,99.39 %,0.61 %,,,,
02111,Brancourt-en-Laonnois,3,32,708,0.00 %,0.00 %,99.57 %,0.43 %,,,,
02112,Brancourt-le-Grand,3,32,565,0.00 %,0.00 %,98.31 %,1.69 %,,,,
02114,Brasles,2,32,1529,0.00 %,96.33 %,1.97 %,1.70 %,,,,
02115,Braye-en-Laonnois,4,32,203,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02116,Braye-en-Thiérache,4,32,146,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02117,Bray-Saint-Christophe,4,32,67,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02118,Braye,3,32,121,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02119,Brécy,3,32,340,0.00 %,0.00 %,96.75 %,3.25 %,,,,
02120,Brenelle,4,32,195,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02121,Breny,4,32,244,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02122,Brie,4,32,53,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02123,Brissay-Choigny,3,32,303,0.00 %,0.00 %,97.91 %,2.09 %,,,,
02124,Brissy-Hamégicourt,3,32,653,0.00 %,0.00 %,99.85 %,0.15 %,,,,
02125,Brumetz,4,32,213,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02126,Brunehamel,3,32,456,0.00 %,0.00 %,94.76 %,5.24 %,,,,
02127,Bruyères-sur-Fère,4,32,189,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02128,Bruyères-et-Montbérault,3,32,1532,0.00 %,0.00 %,98.24 %,1.76 %,,,,
02129,Bruys,4,32,19,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02130,Bucilly,4,32,193,0.00 %,0.00 %,0.52 %,99.48 %,,,,
02131,Bucy-le-Long,3,32,1880,0.00 %,0.00 %,98.18 %,1.82 %,,,,
02132,Bucy-lès-Cerny,4,32,203,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02133,Bucy-lès-Pierrepont,3,32,411,0.00 %,0.00 %,98.80 %,1.20 %,,,,
02134,Buire,2,32,869,0.00 %,59.63 %,37.73 %,2.64 %,,,,
02135,Buironfosse,3,32,1168,0.00 %,0.00 %,77.59 %,22.41 %,,,,
02136,Burelles,4,32,128,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02137,Bussiares,4,32,152,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02138,Buzancy,4,32,190,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02139,Caillouël-Crépigny,3,32,438,0.00 %,0.00 %,97.62 %,2.38 %,,,,
02140,Camelin,3,32,454,0.00 %,0.00 %,91.52 %,8.48 %,,,,
02141,La Capelle,3,32,1788,0.00 %,0.00 %,97.64 %,2.36 %,,,,
02142,Castres,3,32,244,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02143,Le Catelet,3,32,192,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02144,Caulaincourt,4,32,145,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02145,Caumont,3,32,546,0.00 %,0.00 %,99.66 %,0.34 %,,,,
02146,Celles-lès-Condé,3,32,87,0.00 %,0.00 %,94.22 %,5.78 %,,,,
02148,Celles-sur-Aisne,3,32,258,0.00 %,0.00 %,96.91 %,3.09 %,,,,
02149,Cerizy,4,32,67,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02150,Cerny-en-Laonnois,4,32,64,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02151,Cerny-lès-Bucy,4,32,115,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02152,Cerseuil,4,32,89,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02153,Cessières-Suzy,3,32,763,0.00 %,0.00 %,99.58 %,0.42 %,,,,
02154,Chacrise,4,32,361,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02155,Chaillevois,3,32,174,0.00 %,0.00 %,98.84 %,1.16 %,,,,
02156,Chalandry,4,32,253,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02157,Chambry,2,32,848,0.00 %,76.73 %,17.80 %,5.47 %,,,,
02158,Chamouille,3,32,284,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02159,Champs,4,32,280,0.00 %,0.00 %,10.62 %,89.38 %,,,,
02160,Chaourse,3,32,539,0.00 %,0.00 %,99.43 %,0.57 %,,,,
02162,La Chapelle-sur-Chézy,3,32,278,0.00 %,0.00 %,95.21 %,4.79 %,,,,
02163,Charly-sur-Marne,2,32,2617,0.00 %,81.15 %,17.31 %,1.54 %,,,,
02164,Le Charmel,3,32,316,0.00 %,0.00 %,97.90 %,2.10 %,,,,
02165,Charmes,2,32,1652,0.00 %,86.96 %,11.42 %,1.62 %,,,,
02166,Chartèves,3,32,352,0.00 %,0.00 %,99.72 %,0.28 %,,,,
02167,Chassemy,3,32,881,0.00 %,0.00 %,99.77 %,0.23 %,,,,
02168,Château-Thierry,2,32,15107,0.00 %,97.78 %,1.97 %,0.26 %,,,,
02169,Châtillon-lès-Sons,4,32,83,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02170,Châtillon-sur-Oise,3,32,127,0.00 %,0.00 %,99.24 %,0.76 %,,,,
02171,Chaudardes,4,32,87,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02172,Chaudun,4,32,249,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02173,Chauny,2,32,11878,0.00 %,97.48 %,2.32 %,0.20 %,,,,
02174,Chavignon,3,32,818,0.00 %,0.00 %,97.85 %,2.15 %,,,,
02175,Chavigny,4,32,150,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02176,Chavonne,3,32,205,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02177,Chérêt,3,32,142,0.00 %,0.00 %,97.76 %,2.24 %,,,,
02178,Chermizy-Ailles,4,32,106,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02179,Chéry-Chartreuve,4,32,392,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02180,Chéry-lès-Pouilly,3,32,710,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02181,Chéry-lès-Rozoy,4,32,80,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02182,Chevennes,3,32,125,0.00 %,0.00 %,95.44 %,4.56 %,,,,
02183,Chevregny,4,32,187,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02184,Chevresis-Monceau,3,32,355,0.00 %,0.00 %,97.21 %,2.79 %,,,,
02185,Chézy-en-Orxois,3,32,404,0.00 %,0.00 %,94.04 %,5.96 %,,,,
02186,Chézy-sur-Marne,3,32,1353,0.00 %,0.00 %,92.90 %,7.10 %,,,,
02187,Chierry,2,32,1109,0.00 %,98.77 %,0.00 %,1.23 %,,,,
02188,Chigny,4,32,149,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02189,Chivres-en-Laonnois,3,32,362,0.00 %,0.00 %,99.40 %,0.60 %,,,,
02190,Chivres-Val,3,32,530,0.00 %,0.00 %,99.27 %,0.73 %,,,,
02191,Chivy-lès-Étouvelles,3,32,510,0.00 %,0.00 %,99.13 %,0.87 %,,,,
02192,Chouy,4,32,370,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02193,Cierges,4,32,66,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02194,Cilly,4,32,193,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02195,Ciry-Salsogne,3,32,930,0.00 %,0.00 %,98.80 %,1.20 %,,,,
02196,Clacy-et-Thierret,3,32,314,0.00 %,0.00 %,96.68 %,3.32 %,,,,
02197,Clairfontaine,4,32,552,0.00 %,0.00 %,45.54 %,54.46 %,,,,
02198,Clamecy,3,32,228,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02199,Clastres,3,32,635,0.00 %,0.00 %,99.84 %,0.16 %,,,,
02200,Clermont-les-Fermes,4,32,120,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02201,Cœuvres-et-Valsery,3,32,438,0.00 %,0.00 %,90.26 %,9.74 %,,,,
02203,Coincy,3,32,1310,0.00 %,0.00 %,98.94 %,1.06 %,,,,
02204,Coingt,4,32,68,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02205,Colligis-Crandelain,3,32,248,0.00 %,0.00 %,98.66 %,1.34 %,,,,
02206,Colonfay,4,32,78,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02207,Commenchon,3,32,214,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02208,Concevreux,4,32,278,0.00 %,0.00 %,0.00 %,100.00 %,,,,
02209,Condé-en-Brie,3,32,685,0.00 %,0.00 %,99.55 %,0.45 %,,,,
02210,Condé-sur-Aisne,3,32,360,0.00 %,0.00 %,100.00 %,0.00 %,,,,
02211,Condé-sur-Suippe,3,32,285,0.00 %,0.00 %,98.97 %,1.03 %,,,,
02212,Condren,2,32,707,0.00 %,57.85 %,38.26 %,3.89 %,,,,
