numero_uai,denomination_principale,dénomination complémentaire,code_postal_uai,localité_acheminement,departement,nature_uai,nature libellé,Ministère tutelle 
0600048B,LYCEE PROFESSIONNEL,DONATION DE ROTHSCHILD,60740,ST MAXIMIN,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0600049C,LP LYCEE DES METIERS,AMYOT D INVILLE,60309,SENLIS CEDEX,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0600062S,LP LYCEE DES METIERS,MARIE CURIE,60180,NOGENT SUR OISE,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0600063T,LYCEE PROFESSIONNEL,JULES UHRY,60107,CREIL CEDEX 1,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601160K,ECOLE TECHNIQUE PRIVEE,,60000,BEAUVAIS,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601161L,ECOLE SECONDAIRE PROF.PRIVEE,PIGIER,60000,BEAUVAIS,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601162M,LYCEE PROFESSIONNEL PRIVE,ST VINCENT DE PAUL,60000,BEAUVAIS,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601164P,LYCEE PROFESSIONNEL PRIVE,CROISET,60500,CHANTILLY,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601166S,ECOLE TECHNIQUE PRIVEE,,60200,COMPIEGNE,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601168U,ECOLE TECHNIQUE PRIVEE,,60100,CREIL,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601169V,ECOLE TECHNIQUE PRIVEE,,60100,CREIL,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601171X,ECOLE TECHNIQUE PRIVEE,,60110,MERU,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601172Y,ECOLE TECHNIQUE PRIVEE,ECOLE PRIVEE MIXTE,60400,NOYON,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601173Z,ECOLE TECHNIQUE PRIVEE,,60150,THOUROTTE,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601194X,LYCEE AGRICOLE PRIVE,CH. QUENTIN - PIERREFONDS,60350,PIERREFONDS,060,320,LYCEE PROFESSIONNEL,AGRICULTURE
0601265Z,LYCEE PROFESSIONNEL AGRICOLE,DE RIBECOURT,60170,RIBECOURT DRESLINCOURT,060,320,LYCEE PROFESSIONNEL,AGRICULTURE
0601363F,LYCEE PROFESSIONNEL,ROBERT DESNOS,60803,CREPY EN VALOIS CEDEX,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601404A,ECOLE AGRICOLE PRIVEE,,60120,ROUVROY LES MERLES,060,320,LYCEE PROFESSIONNEL,AGRICULTURE
0601470X,LP LYCEE DES METIERS,LAVOISIER,60110,MERU,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601574K,ECOLE AGRICOLE PRIVEE,PRIVE NAZARETH,60000,BEAUVAIS,060,320,LYCEE PROFESSIONNEL,AGRICULTURE
0601575L,LYCEE AGRICOLE PRIVE,ST JOSEPH - ESTREES ST DENIS,60190,ESTREES ST DENIS,060,320,LYCEE PROFESSIONNEL,AGRICULTURE
0601576M,LYCEE AGRICOLE PRIVE,STE J. BILLIART - ORVILLERS SO,60490,ORVILLERS SOREL,060,320,LYCEE PROFESSIONNEL,AGRICULTURE
0601613C,LYCEE AGRICOLE PRIVE,AFASEC - GOUVIEUX,60271,GOUVIEUX CEDEX,060,320,LYCEE PROFESSIONNEL,AGRICULTURE
0601768W,LYCEE PROF AGRIC PRIVE,DU VALOIS,60440,NANTEUIL LE HAUDOUIN,060,320,LYCEE PROFESSIONNEL,AGRICULTURE
0601769X,LYCEE AGRICOLE PRIVE,DE VAUMOISE,60117,VAUMOISE,060,320,LYCEE PROFESSIONNEL,AGRICULTURE
0601787S,LP LYCEE DES METIERS,ROBERVAL,60600,BREUIL LE VERT,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601822E,LP LYCEE DES METIERS,ARTHUR RIMBAUD,60170,RIBECOURT DRESLINCOURT,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601845E,LP LYCEE DES METIERS,DE LA FORET,60634,CHANTILLY CEDEX,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601870G,LP LYCEE DES METIERS,ANDRE MALRAUX,60761,MONTATAIRE CEDEX,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601896K,LYCEE PROFESSIONNEL PRIVE,ST JOSEPH DU MONCEL,60722,PONT STE MAXENCE CEDEX,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601897L,LP LYCEE DES METIERS,JULES VERNE,60210,GRANDVILLIERS,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601946P,LYCEE PROFESSIONNEL PRIVE,JEAN-PAUL II,60200,COMPIEGNE,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0601947R,LYCEE PROFESSIONNEL PRIVE,SEVIGNE,60200,COMPIEGNE,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0602084P,ECOLE TECHNIQUE PRIVEE,DES JEUNES SPORTIFS DE L'OISE,60000,BEAUVAIS,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0602158V,ECOLE 2D DEGRE PROF.PRIVEE,PROMEO,60300,SENLIS,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0602159W,ECOLE 2D DEGRE PROF.PRIVEE,PROMEO,60000,BEAUVAIS,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0602166D,ECOLE 2D DEGRÉ PROF.PRIVÉE,PROMEO,60280,VENETTE,060,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0610004Y,LP LYCEE DES METIERS,MARCEL MEZEN,61041,ALENCON CEDEX,061,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0610007B,LYCEE PROFESSIONNEL,,61200,ARGENTAN,061,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0610019P,LYCEE PROFESSIONNEL,FLORA TRISTAN,61600,LA FERTE MACE,061,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0610022T,LYCEE PROFESSIONNEL,FERNAND LEGER,61104,FLERS CEDEX,061,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0610049X,LYCEE PROFESSIONNEL,JEAN GUEHENNO,61105,FLERS CEDEX,061,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0610720B,ECOLE TECHNIQUE PRIVEE,COURS TURPIN,61000,ALENCON,061,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0610721C,LYCEE PROFESSIONNEL PRIVE,JEANNE D ARC,61203,ARGENTAN CEDEX,061,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0610724F,LYCEE PROFESSIONNEL PRIVE,GIEL DON BOSCO,61210,GIEL COURTEILLES,061,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0610746E,LYCEE PROFESSIONNEL AGRICOLE,D'ALENCON,61000,ALENCON,061,320,LYCEE PROFESSIONNEL,AGRICULTURE
0610799M,ECOLE 2D DEGRE PROF.PRIVEE,A.D.F.I.,61001,ALENCON CEDEX,061,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0610834A,LYCEE PROFESSIONNEL,,61500,SEES,061,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0610977F,LYCEE PROFESSIONNEL,,61400,MORTAGNE AU PERCHE,061,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0611017Z,ECOLE AGRICOLE PRIVEE,,61190,ST MAURICE LES CHARENCEY,061,320,LYCEE PROFESSIONNEL,AGRICULTURE
0611018A,ECOLE AGRICOLE PRIVEE,,61220,BRIOUZE,061,320,LYCEE PROFESSIONNEL,AGRICULTURE
0611019B,ECOLE AGRICOLE PRIVEE,CENTRE D ETUDES LE GRILLON,61700,DOMFRONT,061,320,LYCEE PROFESSIONNEL,AGRICULTURE
0611020C,LYCEE AGRICOLE PRIVE,ESAT - GIEL COURTEILLES,61210,GIEL COURTEILLES,061,320,LYCEE PROFESSIONNEL,AGRICULTURE
0611021D,LYCEE AGRICOLE PRIVE,DE NONANT LEPIN,61240,NONANT LE PIN,061,320,LYCEE PROFESSIONNEL,AGRICULTURE
0611054P,ECOLE AGRICOLE PRIVEE,,61200,ARGENTAN,061,320,LYCEE PROFESSIONNEL,AGRICULTURE
0611147R,LYCEE PROFESSIONNEL PRIVE,L ESPERANCE,61800,TINCHEBRAY BOCAGE,061,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0611182D,LP LYCEE DES METIERS,GABRIEL,61203,ARGENTAN CEDEX,061,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0611282M,ECOLE 2D DEGRE PROF.PRIVEE,ESTHETIQUE ET COIFURE SILVYA T,61000,ALENCON,061,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620010Z,LYCEE PROFESSIONNEL,LAZARE CARNOT,62022,ARRAS CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620011A,LP LYCEE DES METIERS,JACQUES LE CARON,62000,ARRAS,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620018H,LP LYCEE DES METIERS,FERNAND DEGRUGILLIER,62260,AUCHEL,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620030W,LYCEE PROFESSIONNEL,PHILIPPE AUGUSTE,62452,BAPAUME CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620037D,LYCEE PROFESSIONNEL,JAN LAVEZZARI,62602,BERCK CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620043K,LP LYCEE DES METIERS,SALVADOR ALLENDE,62408,BETHUNE CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620059C,LP LYCEE DES METIERS,LEO LAGRANGE,62160,BULLY LES MINES,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620110H,LP LYCEE DES METIERS,AUGUSTE BEHAL,62300,LENS,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620121V,LYCEE PROFESSIONNEL,FLORA TRISTAN,62192,LILLERS CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620124Y,LYCEE PROFESSIONNEL,BERNARD CHOCHOY,62380,LUMBRES,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620131F,LP LYCEE DES METIERS,DES DEUX CAPS,62250,MARQUISE,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620142T,LYCEE PROFESSIONNEL,JULES FERRY,62022,ARRAS CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620144V,LYCEE PROFESSIONNEL,FRANCOIS ALBERT,62290,NOEUX LES MINES,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620150B,LP LYCEE DES METIERS,JOLIOT-CURIE,62212,CARVIN CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620162P,LP LYCEE DES METIERS,DU PAYS DE SAINT-OMER,62505,ST OMER CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620163R,LYCEE PROFESSIONNEL,DE L'AA,62505,ST OMER CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620167V,LYCEE PROFESSIONNEL,PIERRE MENDES-FRANCE,62166,ST POL SUR TERNOISE CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620187S,LP LYCEE DES METIERS,JULES VERNE,62630,ETAPLES,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620188T,LP LYCEE DES METIERS,DU DETROIT,62107,CALAIS CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620189U,LP LYCEE DES METIERS,PIERRE DE COUBERTIN,62225,CALAIS CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620190V,LP LYCEE DES METIERS,HENRI DARRAS,62803,LIEVIN CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620191W,LP LYCEE DES METIERS,,62251,HENIN BEAUMONT CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620192X,LP LYCEE DES METIERS,PIERRE MENDES-FRANCE,62701,BRUAY LA BUISSIERE CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620220C,LP LYCEE DES METIERS,LA PEUPLERAIE,62430,SALLAUMINES,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620221D,LP LYCEE DES METIERS,PROFESSEUR CLERC,62230,OUTREAU,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620254P,LYCEE PROFESSIONNEL,A DU LP METIERS BATIMENT ARRAS,62800,LIEVIN,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620255R,LYCEE PROFESSIONNEL,PABLO PICASSO,62210,AVION,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620257T,LYCEE PROFESSIONNEL,ALAIN SAVARY - JULES FERRY,62022,ARRAS CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0620258U,LYCEE PROFESSIONNEL,VOLTAIRE,62410,WINGLES,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622089J,LYCEE PROFESSIONNEL,ANDRE MALRAUX,62408,BETHUNE CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622152C,LYCEE PROFESSIONNEL,ANNEXE DU LP DE SALLAUMINES,62440,HARNES,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622154E,LYCEE PROFESSIONNEL,AN LP H SENEZ A HENIN BEAUMONT,62110,HENIN BEAUMONT,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622156G,LYCEE PROFESSIONNEL,AN LP AUGUSTE BEHAL A LENS,62300,LENS,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622161M,LYCEE PROFESSIONNEL,AN LP AUGUSTE BEHAL A LENS,62300,LENS,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622163P,ECOLE SECONDAIRE PROF.PRIVEE,CARRIERE,62220,CARVIN,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622166T,ECOLE SECONDAIRE PROF.PRIVEE,FOSSIEZ,62190,LILLERS,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622168V,LYCEE PROFESSIONNEL,ANNEXE DU LP D AUCHEL,62260,AUCHEL,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622169W,ECOLE 2D DEGRE PROF. PRIVEE,ECOLE EUROPEENNE D'ESTHETIQUE,62000,ARRAS,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622172Z,LYCEE PROFESSIONNEL,ANNEXE LP AVION PABLO PICASSO,62210,AVION,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622174B,LYCEE PROFESSIONNEL,ALPHONSE DAUDET,62620,BARLIN,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622175C,ECOLE SECONDAIRE PROF.PRIVEE,PIGIER,62400,BETHUNE,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622178F,ECOLE SECONDAIRE PROF.PRIVEE,MAINTENON,62400,BETHUNE,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622179G,LYCEE PROFESSIONNEL,AN LP H SENEZ D'HENIN BEAUMONT,62420,BILLY MONTIGNY,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622181J,ECOLE SECONDAIRE PROF.PRIVEE,PIGIER,62200,BOULOGNE SUR MER,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622183L,LYCEE PROFESSIONNEL,A LP MENDES FRANCE BRUAYARTOIS,62700,BRUAY LA BUISSIERE,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622186P,LYCEE PROFESSIONNEL,F. MARCHE AN LP LEO LAGRANGE,62160,BULLY LES MINES,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622187R,ECOLE SECONDAIRE PROF.PRIVEE,INSTITUT TECHNICIENS GP PIGIER,62100,CALAIS,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622191V,ECOLE SECONDAIRE PROF.PRIVEE,NOTRE DAME DE LOURDES,62112,CORBEHEM,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622192W,LYCEE PROF PRIVE DES METIERS,SAINT JOSEPH,62630,ETAPLES,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622195Z,LYCEE PROFESSIONNEL PRIVE,SAINTE MARIE,62310,FRUGES,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622201F,LYCEE PROFESSIONNEL PRIVE,PRIVE,62140,MARCONNE,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622206L,LYCEE PROFESSIONNEL,ANNEXE DU LP DE SALLAUMINES,62430,SALLAUMINES,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622207M,LYCEE PROFESSIONNEL,AN LP BERTIN LEDOUX A WINGLES,62410,WINGLES,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622211S,LYCEE PROFESSIONNEL PRIVE,SAINT PIERRE,62100,CALAIS,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622224F,ECOLE SECONDAIRE PROF.PRIVEE,STENO-DACTYLO MADAME J LEPRAND,62000,ARRAS,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622271G,LYCEE PROFESSIONNEL,D'ARTOIS,62290,NOEUX LES MINES,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622275L,LP LYCEE DES METIERS,JEAN-CHARLES CAZIN,62321,BOULOGNE SUR MER CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622801H,LP LYCEE DES METIERS,DES TRAVAUX PUBLICS J.-BERTIN,62702,BRUAY LA BUISSIERE CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0622848J,ECOLE SECONDAIRE PROF.PRIVEE,DE LA CAISSE ALLOC FAMILIALES,62108,CALAIS CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0623088V,ECOLE SECONDAIRE PROF.PRIVEE,INSTITUT SUPERIEUR COMMERCIAL,62000,ARRAS,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0623276Z,LYCEE AGRICOLE PRIVE,STE MARIE - AIRE SUR LA LYS,62120,AIRE SUR LA LYS,062,320,LYCEE PROFESSIONNEL,AGRICULTURE
0623277A,INSTITUT AGRICOLE PRIVE,DE BAPAUME,62452,BAPAUME CEDEX,062,320,LYCEE PROFESSIONNEL,AGRICULTURE
0623278B,LYCEE AGRICOLE PRIVE,DE BUCQUOY,62116,BUCQUOY,062,320,LYCEE PROFESSIONNEL,AGRICULTURE
0623279C,LYCEE AGRICOLE PRIVE,DE COULOGNE,62137,COULOGNE,062,320,LYCEE PROFESSIONNEL,AGRICULTURE
0623280D,LYCEE AGRICOLE PRIVE,DE SAVY BERLETTE,62690,SAVY BERLETTE,062,320,LYCEE PROFESSIONNEL,AGRICULTURE
0623281E,ECOLE AGRICOLE PRIVEE,CENTRE FEMININ RURAL,62127,TINCQUES,062,320,LYCEE PROFESSIONNEL,AGRICULTURE
0623327E,LYCEE PROFESSIONNEL,JEAN MOULIN,62117,BREBIERES,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0623328F,LP LYCEE DES METIERS,HENRI SENEZ,62252,HENIN BEAUMONT CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0623377J,LYCEE PROFESSIONNEL,FRANCOIS HENNEBIQUE,62804,LIEVIN CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0623463C,LP LYCEE DES METIERS,NORMANDIE-NIEMEN,62228,CALAIS CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0623630J,LYCEE PROFESSIONNEL PRIVE,SAINT JOSEPH,62200,,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0623862L,ECOLE SECONDAIRE PROF.PRIVEE,INSTITUT CARRIERES ARTISTIQUES,62000,ARRAS,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0623864N,LP LYCEE DES METIERS,MAXIMILIEN DE ROBESPIERRE,62307,LENS CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0623903F,LYCEE PROFESSIONNEL MARITIME,DE BOULOGNE LE PORTEL,62480,LE PORTEL,062,320,LYCEE PROFESSIONNEL,MER
0624174A,ANNEXE DU LYCEE PROF.AGRICOLE,AN LYC AGRIC TILLOY MOFFLAINES,62500,ST OMER,062,320,LYCEE PROFESSIONNEL,AGRICULTURE
0624303R,ECOLE 2D DEGRE PROF.PRIVEE,ECOLE EUROPEENNE ESTHETIQUE II,62000,ARRAS,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0624366J,ECOLE 2D DEGRE PROF.PRIVEE,JOE'S ART CONCEPT,62300,LENS,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0624372R,ECOLE 2D DEGRE PROF.PRIVEE,ELIT ACADEMY,62200,BOULOGNE SUR MER,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0624395R,ECOLE 2D DEGRE PROF.PRIVEE,PIGIER-LENS,62300,LENS,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0624424X,LYCEE PROFESSIONNEL,FERRY,62022,ARRAS CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0624438M,ECOLE 2D DEGRE PROF.PRIVEE,VILLAGE D'ENFANTS DE RIAUMONT,62801,LIEVIN CEDEX,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0624445V,ECOLE 2D DEGRE PROF.PRIVEE,PANDOR FORMATION,62141,EVIN MALMAISON,062,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0630012W,LYCEE PROFESSIONNEL,FRANCOIS RABELAIS,63570,BRASSAC LES MINES,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0630022G,LP LYCEE DES METIERS,ROGER CLAUSTRES,63100,CLERMONT FERRAND,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0630023H,LP LYCEE DES METIERS,MARIE CURIE,63039,CLERMONT FERRAND CEDEX 2,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0630024J,LP LYCEE DES METIERS,AMEDEE GASQUET,63037,CLERMONT FERRAND CEDEX 1,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0630041C,LP LYCEE DES METIERS,HENRI SAINTE-CLAIRE DEVILLE,63500,ISSOIRE,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0630053R,LYCEE PROFESSIONNEL,GILBERT ROMME,63201,RIOM CEDEX,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0630054S,LP LYCEE DES METIERS,MARIE LAURENCIN,63201,RIOM CEDEX,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0630061Z,LYCEE PROFESSIONNEL,DESAIX,63700,ST ELOY LES MINES,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0630070J,LYCEE PROFESSIONNEL,SONIA DELAUNAY,63304,THIERS CEDEX,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0630073M,LYCEE PROFESSIONNEL,B.T.P,63530,VOLVIC,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0630078T,LYCEE PROFESSIONNEL,GERMAINE TILLION,63300,THIERS,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0630256L,LYCEE PROFESSIONNEL,LES GRAVOUSES,63000,CLERMONT FERRAND,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0631045U,ECOLE TECHNIQUE PRIVEE,C.E.S.E.A.P.,63007,CLERMONT FERRAND CEDEX 1,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0631048X,LYCEE PROFESSIONNEL PRIVE,RENE RAMBAUD - COIFFURE,63000,CLERMONT FERRAND,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0631050Z,LYCEE PROF PRIVE DES METIERS,ANNA RODIER,63037,CLERMONT FERRAND CEDEX 1,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0631062M,ECOLE SECONDAIRE PROF.PRIVEE,DACTYLA,63000,CLERMONT FERRAND,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
